GlobalTracer.FirstPowerUp_Info: Thu Apr 05 15:06:17 PDT 2018[0.057]: ***** AUTO_MODE *****
GlobalTracer.Vision_Info: Pixy is enabled!
GlobalTracer.FirstPowerUp_Info: _None000 (Blue3) [FMSConnected=true] msg=LRL
GlobalTracer.CmdAutoSwitch_Info: [0.126] delay=0.0, fwdDistance=235.0, startPos=RIGHT_POS, fastDelivery=false, getSecondCube=false
GlobalTracer.printPidInfo_Info: [13.439] encoderYPidCtrl: Target=  38.9, Input=  26.2, Error=  12.7, PIDTerms= 0.254/ 0.000/ 0.000/ 0.000, Output= 0.254(-0.600/0.600), Volt=12.0(9.9)
GlobalTracer.printPidInfo_Info: [13.439] gyroTurnPidCtrl: Target=  90.0, Input=  74.7, Error=  15.3, PIDTerms= 0.307/ 0.000/ 0.000/ 0.000, Output= 0.307(-0.700/0.700), Volt=12.0(9.9)
GlobalTracer.postContinuousTask_Info: Stalled=true, Expired=false
GlobalTracer.Robot_Info: [13.483] <<<       FLIP_CUBE>>> xPos=-21.85,yPos= 26.21,heading=  74.7/  90.0,volts=12.1(9.9)
GlobalTracer.Robot_Info: [13.516] <<<            DONE>>> xPos=-21.85,yPos= 26.21,heading=  74.7/  90.0,volts=12.5(9.9)
GlobalTracer.printPidInfo_Info: [13.516] elevatorPidController: Target=   8.0, Input=   0.0, Error=  -0.1, PIDTerms= 0.000/ 0.000/ 0.000/ 0.000, Output= 0.000(-1.000/1.000), Volt=12.5(9.9)
GlobalTracer.printPidInfo_Info: [13.557] elevatorPidController: Target=   8.0, Input=   8.1, Error=  -0.1, PIDTerms=-0.013/-0.000/ 0.000/ 0.000, Output=-0.013(-1.000/1.000), Volt=12.5(9.9)
GlobalTracer.printPidInfo_Info: [13.584] elevatorPidController: Target=   8.0, Input=   8.1, Error=  -0.1, PIDTerms=-0.013/-0.000/ 0.000/ 0.000, Output=-0.013(-1.000/1.000), Volt=12.5(9.9)
GlobalTracer.printPidInfo_Info: [13.618] elevatorPidController: Target=   8.0, Input=   8.1, Error=  -0.1, PIDTerms=-0.013/-0.000/ 0.000/ 0.000, Output=-0.013(-1.000/1.000), Volt=12.6(9.9)
GlobalTracer.printPidInfo_Info: [13.644] elevatorPidController: Target=   8.0, Input=   8.1, Error=  -0.1, PIDTerms=-0.013/-0.000/ 0.000/ 0.000, Output=-0.013(-1.000/1.000), Volt=12.6(9.9)
GlobalTracer.printPidInfo_Info: [13.677] elevatorPidController: Target=   8.0, Input=   8.1, Error=  -0.1, PIDTerms=-0.013/-0.000/ 0.000/ 0.000, Output=-0.013(-1.000/1.000), Volt=12.6(9.9)
GlobalTracer.printPidInfo_Info: [13.703] elevatorPidController: Target=   8.0, Input=   8.1, Error=  -0.1, PIDTerms=-0.013/-0.000/ 0.000/ 0.000, Output=-0.013(-1.000/1.000), Volt=12.5(9.9)
GlobalTracer.printPidInfo_Info: [13.736] elevatorPidController: Target=   8.0, Input=   8.1, Error=  -0.1, PIDTerms=-0.013/-0.000/ 0.000/ 0.000, Output=-0.013(-1.000/1.000), Volt=12.5(9.9)
GlobalTracer.TaskPerformance_Info: leftDriveStick.prePeriodic: PrePeriodic=0.000018, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: rightDriveStick.prePeriodic: PrePeriodic=0.000010, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: operatorStick.prePeriodic: PrePeriodic=0.000010, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: TrcRobotBattery.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=0.001955, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: LeftSonar.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=0.000478, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: LeftSonar.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=0.000082, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: RightSonar.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: RightSonar.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: LeftFrontWheel.stop: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: LeftFrontWheel.preContinuousTask: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: LeftRearWheel.stop: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: LeftRearWheel.preContinuousTask: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: RightFrontWheel.stop: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: RightFrontWheel.preContinuousTask: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: RightRearWheel.stop: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: RightRearWheel.preContinuousTask: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: TrcDriveBase.stop: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: TrcDriveBase.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=0.007170, PostContinous=NaN
GlobalTracer.TaskPerformance_Info:    pidDrive.stop: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: pidDrive.postContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=0.003034
GlobalTracer.TaskPerformance_Info: elevatorMotor.stop: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: elevatorMotor.preContinuousTask: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info:    elevator.stop: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: elevator.postContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=0.003685
GlobalTracer.TaskPerformance_Info: elevatorMotor.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=0.000572, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: LeftPickupMotor.stop: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: LeftPickupMotor.preContinuousTask: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: RightPickupMotor.stop: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: RightPickupMotor.preContinuousTask: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: CubePickupClaw.stop: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: CubePickupClaw.postContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: CubePickupClaw.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: CubePickupDeploy.stop: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: CubePickupDeploy.postContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: CubePickupDeploy.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: CubeProximityTrigger.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: PickupCurrentTrigger.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info:       pickupTask: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: pickupTimer.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: WinchMaster.stop: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: WinchMaster.preContinuousTask: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info:  WinchSlave.stop: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: WinchSlave.preContinuousTask: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: leftFlipper.stop: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: leftFlipper.postContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: leftFlipper.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: rightFlipper.stop: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: rightFlipper.postContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: rightFlipper.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: VisionTrigger.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: ExchangeTrigger.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: FrcTest.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: CmdAutoSwitch.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: LeftSonarTrigger.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=0.000547, PostContinous=NaN
GlobalTracer.TaskPerformance_Info: RightSonarTrigger.preContinuous: PrePeriodic=NaN, PostPeriodic=NaN, PreContinuous=NaN, PostContinous=NaN
GlobalTracer.Vision_Info: Pixy is disabled!
GlobalTracer.Robot_Info: TotalEnergy=3.767Wh
GlobalTracer.FirstPowerUp_Info: Thu Apr 05 15:06:33 PDT 2018[0.001]: ***** TELEOP_MODE *****
GlobalTracer.Vision_Info: Pixy is enabled!
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.476s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE takes too long (0.588s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.058s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.047s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.052s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.055s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.043s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.044s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.043s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.046s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.045s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.046s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.049s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.042s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.041s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.043s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.047s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.042s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.041s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.041s)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.041s)
GlobalTracer.Robot_Info: [0.033] <<<           START>>> xPos=-13.27,yPos=122.75,heading= -13.6/   0.0,volts=8.2(8.8)
GlobalTracer.ProximityTrigger_Info: [0.058] active=false
GlobalTracer.CurrentTrigger_Info: [0.064] prevZone=-1, currZone=0, pickupCurrent=23.00
GlobalTracer.CurrentTrigger_Info: [0.102] prevZone=0, currZone=1, pickupCurrent=29.50
GlobalTracer.pickupTask_Info: [0.126] DELAY_SAMPLING: current=28.13
GlobalTracer.Robot_Info: [0.126] <<<  DELAY_SAMPLING>>> xPos=-12.66,yPos=119.66,heading= -10.9/   0.0,volts=9.0(8.2)
GlobalTracer.CurrentTrigger_Info: [0.158] prevZone=1, currZone=0, pickupCurrent=24.75
GlobalTracer.setPickupPower_Info: User Aborted Pickup (power=0.00)
GlobalTracer.Robot_Info: [0.020] <<<           START>>> xPos= -2.19,yPos=310.58,heading=  20.5/   0.0,volts=12.6(8.2)
GlobalTracer.ProximityTrigger_Info: [0.038] active=false
GlobalTracer.CurrentTrigger_Info: [0.040] prevZone=-1, currZone=0, pickupCurrent=24.50
GlobalTracer.CurrentTrigger_Info: [0.080] prevZone=0, currZone=1, pickupCurrent=44.13
GlobalTracer.pickupTask_Info: [0.102] DELAY_SAMPLING: current=40.75
GlobalTracer.Robot_Info: [0.102] <<<  DELAY_SAMPLING>>> xPos= -2.06,yPos=310.99,heading=  21.2/   0.0,volts=11.4(8.2)
GlobalTracer.CurrentTrigger_Info: [0.201] prevZone=1, currZone=0, pickupCurrent=24.00
GlobalTracer.pickupTask_Info: [0.439] SAMPLE_CURRENT: Detected startup spike (pickupCurrent=11.25)
GlobalTracer.Robot_Info: [0.439] <<<  SAMPLE_CURRENT>>> xPos= -0.16,yPos=323.01,heading=  18.4/   0.0,volts=9.8(8.2)
GlobalTracer.pickupTask_Info: [0.473] DELAY_SAMPLING: current=10.50
GlobalTracer.Robot_Info: [0.473] <<<  DELAY_SAMPLING>>> xPos= -0.14,yPos=325.58,heading=  17.8/   0.0,volts=9.6(8.2)
GlobalTracer.pickupTask_Info: [0.804] SAMPLE_CURRENT: Detected startup spike (pickupCurrent=24.88)
GlobalTracer.Robot_Info: [0.804] <<<  SAMPLE_CURRENT>>> xPos=  1.97,yPos=352.16,heading=  15.4/   0.0,volts=11.0(8.2)
GlobalTracer.CurrentTrigger_Info: [0.836] prevZone=0, currZone=1, pickupCurrent=27.50
GlobalTracer.pickupTask_Info: [0.861] DELAY_SAMPLING: current=28.50
GlobalTracer.Robot_Info: [0.861] <<<  DELAY_SAMPLING>>> xPos=  2.77,yPos=355.62,heading=  16.1/   0.0,volts=11.4(8.2)
GlobalTracer.CurrentTrigger_Info: [0.963] prevZone=1, currZone=0, pickupCurrent=25.38
GlobalTracer.pickupTask_Info: [1.202] SAMPLE_CURRENT: Detected startup spike (pickupCurrent=17.88)
GlobalTracer.Robot_Info: [1.202] <<<  SAMPLE_CURRENT>>> xPos=  5.23,yPos=379.91,heading=  17.8/   0.0,volts=12.2(8.2)
GlobalTracer.ProximityTrigger_Info: [1.225] active=true
GlobalTracer.pickupTask_Info: [1.257] DELAY_SAMPLING: current=15.63
GlobalTracer.Robot_Info: [1.257] <<<  DELAY_SAMPLING>>> xPos=  5.70,yPos=382.26,heading=  17.6/   0.0,volts=12.3(8.2)
GlobalTracer.CurrentTrigger_Info: [1.321] prevZone=0, currZone=1, pickupCurrent=32.63
GlobalTracer.pickupTask_Info: [1.613] SAMPLE_CURRENT: Detected cube in possession (pickupCurent=45.13)
GlobalTracer.Robot_Info: [1.613] <<<  SAMPLE_CURRENT>>> xPos=  5.86,yPos=394.51,heading=  15.3/   0.0,volts=9.9(8.2)
GlobalTracer.Robot_Info: [1.659] <<<            DONE>>> xPos=  5.57,yPos=392.54,heading=  15.0/   0.0,volts=10.0(8.2)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.056s)
GlobalTracer.Robot_Info: [0.019] <<<           START>>> xPos=  3.18,yPos=566.70,heading= -40.0/   0.0,volts=10.2(8.2)
GlobalTracer.ProximityTrigger_Info: [0.039] active=true
GlobalTracer.CurrentTrigger_Info: [0.043] prevZone=-1, currZone=0, pickupCurrent=21.88
GlobalTracer.CurrentTrigger_Info: [0.084] prevZone=0, currZone=1, pickupCurrent=42.13
GlobalTracer.pickupTask_Info: [0.106] DELAY_SAMPLING: current=42.50
GlobalTracer.Robot_Info: [0.106] <<<  DELAY_SAMPLING>>> xPos=  3.48,yPos=573.45,heading= -39.1/   0.0,volts=10.0(8.2)
GlobalTracer.pickupTask_Info: [0.434] SAMPLE_CURRENT: Detected cube in possession (pickupCurent=40.63)
GlobalTracer.Robot_Info: [0.434] <<<  SAMPLE_CURRENT>>> xPos=  5.39,yPos=592.16,heading= -61.5/   0.0,volts=9.1(8.2)
GlobalTracer.Robot_Info: [0.462] <<<            DONE>>> xPos=  5.42,yPos=593.32,heading= -66.8/   0.0,volts=9.1(8.2)
GlobalTracer.startCompetition_Warn: TELEOP_MODE.runPeriodic takes too long (0.042s)
GlobalTracer.Vision_Info: Pixy is disabled!
GlobalTracer.Robot_Info: TotalEnergy=29.691Wh
